CID,SID
43,1792
116,1792
92,1792
43,1792
31,1793
32,1793
125,1793
97,1793
55,1794
14,1794
100,1794
118,1794
104,1795
102,1795
46,1795
2,1795
99,1796
22,1796
45,1796
10,1796
97,1797
8,1797
72,1797
114,1797
9,1798
112,1798
11,1798
45,1798
5,1799
105,1799
121,1799
123,1799
7,1800
96,1800
78,1800
119,1800
68,1801
92,1801
26,1801
111,1801
94,1802
48,1802
36,1802
62,1802
94,1803
136,1803
138,1803
44,1803
60,1804
38,1804
131,1804
13,1804
144,1805
23,1805
67,1805
113,1805
132,1806
1,1806
113,1806
92,1806
26,1807
125,1807
128,1807
132,1807
130,1808
114,1808
118,1808
145,1808
98,1809
93,1809
59,1809
20,1809
7,1810
48,1810
131,1810
139,1810
17,1811
119,1811
55,1811
7,1811
21,1812
136,1812
125,1812
67,1812
130,1813
76,1813
8,1813
65,1813
136,1814
68,1814
96,1814
87,1814
83,1815
53,1815
97,1815
40,1815
84,1816
65,1816
124,1816
122,1816
101,1817
115,1817
116,1817
117,1817
128,1818
114,1818
128,1818
14,1818
15,1819
9,1819
84,1819
140,1819
60,1820
135,1820
121,1820
17,1820
15,1821
29,1821
80,1821
107,1821
22,1822
8,1822
24,1822
34,1822
66,1823
27,1823
95,1823
42,1823
118,1824
98,1824
115,1824
67,1824
16,1825
51,1825
98,1825
108,1825
67,1826
116,1826
147,1826
116,1826
26,1827
140,1827
100,1827
112,1827
90,1828
48,1828
36,1828
105,1828
25,1829
98,1829
29,1829
117,1829
48,1830
4,1830
59,1830
8,1830
141,1831
100,1831
69,1831
117,1831
63,1832
13,1832
10,1832
146,1832
138,1833
80,1833
115,1833
93,1833
146,1834
24,1834
105,1834
86,1834
49,1835
46,1835
41,1835
113,1835
63,1836
79,1836
141,1836
40,1836
145,1837
83,1837
37,1837
30,1837
27,1838
14,1838
72,1838
143,1838
106,1839
108,1839
51,1839
68,1839
124,1840
106,1840
12,1840
11,1840
115,1841
23,1841
74,1841
23,1841
44,1842
17,1842
6,1842
21,1842
99,1843
84,1843
24,1843
41,1843
1,1844
93,1844
39,1844
47,1844
66,1845
30,1845
111,1845
17,1845
135,1846
4,1846
89,1846
23,1846
53,1847
148,1847
90,1847
8,1847
6,1848
23,1848
114,1848
139,1848
82,1849
106,1849
52,1849
69,1849
14,1850
31,1850
13,1850
56,1850
144,1851
67,1851
116,1851
42,1851
87,1852
44,1852
45,1852
11,1852
84,1853
26,1853
67,1853
19,1853
12,1854
81,1854
91,1854
47,1854
94,1855
4,1855
60,1855
68,1855
121,1856
120,1856
10,1856
84,1856
41,1857
57,1857
129,1857
134,1857
135,1858
119,1858
86,1858
94,1858
5,1859
102,1859
37,1859
41,1859
145,1860
147,1860
54,1860
86,1860
99,1861
41,1861
5,1861
13,1861
36,1862
18,1862
30,1862
116,1862
73,1863
90,1863
61,1863
65,1863
146,1864
100,1864
8,1864
71,1864
52,1865
53,1865
109,1865
16,1865
93,1866
25,1866
59,1866
9,1866
140,1867
115,1867
100,1867
123,1867
99,1868
15,1868
55,1868
26,1868
124,1869
107,1869
66,1869
34,1869
79,1870
143,1870
24,1870
132,1870
81,1871
31,1871
28,1871
134,1871
115,1872
125,1872
119,1872
52,1872
87,1873
2,1873
18,1873
80,1873
49,1874
47,1874
133,1874
90,1874
42,1875
58,1875
85,1875
30,1875
125,1876
91,1876
134,1876
52,1876
77,1877
37,1877
58,1877
94,1877
85,1878
93,1878
100,1878
136,1878
33,1879
58,1879
5,1879
28,1879
32,1880
72,1880
27,1880
135,1880
134,1881
137,1881
123,1881
117,1881
49,1882
141,1882
139,1882
140,1882
78,1883
1,1883
129,1883
56,1883
79,1884
130,1884
70,1884
30,1884
46,1885
75,1885
55,1885
51,1885
29,1886
100,1886
145,1886
132,1886
112,1887
127,1887
43,1887
48,1887
148,1888
139,1888
26,1888
138,1888
52,1889
137,1889
66,1889
129,1889
85,1890
104,1890
18,1890
72,1890
137,1891
25,1891
37,1891
126,1891
22,1892
135,1892
13,1892
60,1892
66,1893
99,1893
29,1893
126,1893
125,1894
79,1894
131,1894
125,1894
87,1895
101,1895
99,1895
41,1895
35,1896
37,1896
127,1896
32,1896
48,1897
95,1897
80,1897
56,1897
67,1898
73,1898
135,1898
10,1898
89,1899
40,1899
4,1899
134,1899
21,1900
56,1900
12,1900
93,1900
128,1901
93,1901
61,1901
121,1901
58,1902
4,1902
109,1902
22,1902
36,1903
43,1903
125,1903
81,1903
88,1904
77,1904
136,1904
134,1904
30,1905
113,1905
100,1905
49,1905
144,1906
131,1906
128,1906
128,1906
139,1907
28,1907
42,1907
69,1907
119,1908
64,1908
71,1908
84,1908
60,1909
124,1909
142,1909
71,1909
16,1910
120,1910
99,1910
64,1910
134,1911
2,1911
21,1911
9,1911
123,1912
45,1912
18,1912
94,1912
80,1913
127,1913
50,1913
19,1913
78,1914
101,1914
65,1914
76,1914
49,1915
74,1915
45,1915
32,1915
98,1916
42,1916
132,1916
85,1916
20,1917
49,1917
113,1917
77,1917
124,1918
121,1918
58,1918
104,1918
85,1919
1,1919
126,1919
54,1919
9,1920
106,1920
7,1920
3,1920
94,1921
120,1921
1,1921
112,1921
95,1922
35,1922
34,1922
135,1922
32,1923
104,1923
124,1923
137,1923
132,1924
133,1924
59,1924
69,1924
138,1925
59,1925
33,1925
11,1925
76,1926
92,1926
147,1926
51,1926
28,1927
1,1927
15,1927
126,1927
17,1928
148,1928
130,1928
110,1928
117,1929
101,1929
103,1929
15,1929
54,1930
16,1930
105,1930
124,1930
94,1931
84,1931
15,1931
144,1931
14,1932
109,1932
117,1932
138,1932
49,1933
38,1933
126,1933
36,1933
121,1934
13,1934
53,1934
8,1934
75,1935
139,1935
63,1935
144,1935
136,1936
127,1936
17,1936
78,1936
76,1937
113,1937
129,1937
10,1937
96,1938
73,1938
69,1938
37,1938
4,1939
121,1939
93,1939
123,1939
23,1940
120,1940
88,1940
81,1940
101,1941
72,1941
37,1941
49,1941
17,1942
142,1942
81,1942
1,1942
64,1943
18,1943
60,1943
144,1943
48,1944
115,1944
61,1944
110,1944
138,1945
97,1945
68,1945
142,1945
2,1946
87,1946
58,1946
92,1946
44,1947
4,1947
85,1947
35,1947
102,1948
72,1948
89,1948
111,1948
83,1949
2,1949
148,1949
2,1949
23,1950
41,1950
93,1950
109,1950
45,1951
116,1951
122,1951
99,1951
65,1952
31,1952
132,1952
21,1952
146,1953
137,1953
77,1953
71,1953
101,1954
61,1954
132,1954
105,1954
5,1955
103,1955
133,1955
96,1955
81,1956
13,1956
144,1956
86,1956
67,1957
74,1957
24,1957
125,1957
115,1958
115,1958
32,1958
1,1958
115,1959
93,1959
11,1959
9,1959
78,1960
27,1960
12,1960
45,1960
118,1961
98,1961
115,1961
120,1961
36,1962
85,1962
16,1962
34,1962
39,1963
84,1963
74,1963
40,1963
61,1964
14,1964
124,1964
63,1964
55,1965
11,1965
19,1965
67,1965
122,1966
23,1966
88,1966
67,1966
103,1967
103,1967
79,1967
23,1967
61,1968
139,1968
1,1968
45,1968
69,1969
134,1969
17,1969
30,1969
114,1970
67,1970
18,1970
97,1970
24,1971
19,1971
1,1971
24,1971
143,1972
105,1972
14,1972
85,1972
116,1973
93,1973
106,1973
130,1973
24,1974
105,1974
40,1974
78,1974
95,1975
134,1975
17,1975
27,1975
138,1976
59,1976
130,1976
147,1976
111,1977
129,1977
129,1977
107,1977
142,1978
86,1978
113,1978
90,1978
69,1979
141,1979
97,1979
142,1979
73,1980
1,1980
139,1980
6,1980
122,1981
16,1981
102,1981
57,1981
78,1982
72,1982
40,1982
23,1982
121,1983
6,1983
91,1983
94,1983
140,1984
132,1984
9,1984
143,1984
134,1985
60,1985
5,1985
131,1985
17,1986
8,1986
44,1986
132,1986
91,1987
123,1987
139,1987
99,1987
147,1988
99,1988
31,1988
3,1988
28,1989
8,1989
75,1989
136,1989
132,1990
26,1990
104,1990
123,1990
43,1991
108,1991
98,1991
3,1991
138,1992
113,1992
86,1992
133,1992
28,1993
14,1993
13,1993
50,1993
11,1994
60,1994
7,1994
71,1994
35,1995
122,1995
129,1995
8,1995
81,1996
78,1996
46,1996
135,1996
1,1997
53,1997
71,1997
101,1997
94,1998
7,1998
131,1998
59,1998
128,1999
74,1999
15,1999
102,1999
77,2000
47,2000
76,2000
131,2000
15,2001
17,2001
3,2001
28,2001
64,2002
90,2002
29,2002
130,2002
4,2003
131,2003
98,2003
26,2003
10,2004
79,2004
115,2004
7,2004
111,2005
94,2005
133,2005
56,2005
41,2006
29,2006
128,2006
73,2006
31,2007
70,2007
11,2007
7,2007
4,2008
92,2008
36,2008
88,2008
89,2009
67,2009
139,2009
74,2009
11,2010
121,2010
47,2010
93,2010
51,2011
111,2011
37,2011
67,2011
55,2012
48,2012
134,2012
100,2012
67,2013
86,2013
114,2013
66,2013
38,2014
92,2014
82,2014
139,2014
13,2015
7,2015
20,2015
139,2015
134,2016
1,2016
128,2016
93,2016
52,2017
5,2017
100,2017
40,2017
103,2018
63,2018
81,2018
100,2018
72,2019
63,2019
105,2019
114,2019
75,2020
4,2020
11,2020
90,2020
54,2021
110,2021
32,2021
88,2021
111,2022
96,2022
74,2022
123,2022
56,2023
120,2023
21,2023
15,2023
106,2024
37,2024
91,2024
90,2024
81,2025
30,2025
11,2025
48,2025
113,2026
147,2026
12,2026
148,2026
66,2027
87,2027
115,2027
64,2027
66,2028
120,2028
23,2028
133,2028
143,2029
43,2029
77,2029
20,2029
60,2030
46,2030
84,2030
133,2030
96,2031
70,2031
60,2031
49,2031
124,2032
96,2032
37,2032
80,2032
45,2033
42,2033
15,2033
107,2033
86,2034
117,2034
4,2034
129,2034
42,2035
66,2035
107,2035
84,2035
10,2036
140,2036
10,2036
5,2036
144,2037
65,2037
49,2037
94,2037
135,2038
109,2038
1,2038
84,2038
58,2039
146,2039
138,2039
65,2039
131,2040
125,2040
82,2040
49,2040
9,2041
37,2041
55,2041
148,2041
131,2042
142,2042
110,2042
43,2042
44,2043
13,2043
15,2043
27,2043
132,2044
109,2044
101,2044
5,2044
54,2045
55,2045
114,2045
79,2045
63,2046
121,2046
67,2046
47,2046
11,2047
69,2047
54,2047
56,2047
144,2048
138,2048
88,2048
6,2048
75,2049
70,2049
39,2049
140,2049
48,2050
5,2050
24,2050
135,2050
59,2051
119,2051
115,2051
23,2051
28,2052
71,2052
86,2052
11,2052
131,2053
143,2053
147,2053
42,2053
16,2054
132,2054
58,2054
67,2054
76,2055
115,2055
100,2055
6,2055
33,2056
76,2056
56,2056
37,2056
14,2057
112,2057
118,2057
119,2057
69,2058
50,2058
100,2058
24,2058
60,2059
134,2059
72,2059
108,2059
17,2060
118,2060
14,2060
49,2060
117,2061
143,2061
63,2061
14,2061
37,2062
119,2062
135,2062
78,2062
19,2063
105,2063
92,2063
7,2063
51,2064
94,2064
56,2064
79,2064
105,2065
97,2065
3,2065
54,2065
104,2066
21,2066
27,2066
61,2066
101,2067
70,2067
54,2067
53,2067
111,2068
92,2068
128,2068
75,2068
118,2069
21,2069
125,2069
26,2069
52,2070
128,2070
86,2070
138,2070
119,2071
14,2071
82,2071
22,2071
30,2072
7,2072
126,2072
48,2072
131,2073
106,2073
106,2073
121,2073
148,2074
35,2074
80,2074
32,2074
2,2075
89,2075
128,2075
116,2075
48,2076
44,2076
35,2076
120,2076
70,2077
61,2077
65,2077
85,2077
72,2078
80,2078
39,2078
86,2078
91,2079
76,2079
84,2079
114,2079
71,2080
73,2080
41,2080
42,2080
83,2081
114,2081
62,2081
37,2081
135,2082
86,2082
77,2082
25,2082
123,2083
54,2083
112,2083
28,2083
86,2084
113,2084
49,2084
23,2084
60,2085
65,2085
46,2085
122,2085
127,2086
82,2086
81,2086
121,2086
133,2087
47,2087
97,2087
97,2087
47,2088
36,2088
85,2088
104,2088
42,2089
31,2089
93,2089
94,2089
117,2090
62,2090
95,2090
11,2090
114,2091
60,2091
52,2091
98,2091
1,2092
33,2092
125,2092
125,2092
61,2093
128,2093
145,2093
122,2093
14,2094
25,2094
101,2094
55,2094
93,2095
82,2095
75,2095
113,2095
80,2096
131,2096
37,2096
124,2096
59,2097
80,2097
47,2097
147,2097
75,2098
79,2098
31,2098
122,2098
47,2099
93,2099
91,2099
121,2099
25,2100
19,2100
94,2100
84,2100
46,2101
20,2101
72,2101
54,2101
46,2102
51,2102
11,2102
93,2102
87,2103
12,2103
65,2103
51,2103
33,2104
79,2104
110,2104
132,2104
47,2105
57,2105
44,2105
125,2105
61,2106
58,2106
107,2106
64,2106
8,2107
17,2107
15,2107
53,2107
105,2108
15,2108
27,2108
100,2108
97,2109
78,2109
142,2109
113,2109
148,2110
83,2110
109,2110
49,2110
58,2111
109,2111
14,2111
78,2111
113,2112
121,2112
85,2112
113,2112
85,2113
8,2113
15,2113
3,2113
109,2114
73,2114
82,2114
59,2114
59,2115
119,2115
31,2115
23,2115
113,2116
69,2116
45,2116
45,2116
72,2117
74,2117
135,2117
4,2117
58,2118
144,2118
78,2118
26,2118
94,2119
110,2119
112,2119
109,2119
23,2120
48,2120
129,2120
2,2120
120,2121
125,2121
63,2121
106,2121
76,2122
52,2122
106,2122
29,2122
101,2123
141,2123
65,2123
77,2123
115,2124
123,2124
80,2124
145,2124
35,2125
113,2125
59,2125
95,2125
142,2126
141,2126
76,2126
58,2126
42,2127
14,2127
75,2127
37,2127
96,2128
130,2128
47,2128
12,2128
134,2129
136,2129
10,2129
10,2129
111,2130
95,2130
61,2130
96,2130
120,2131
36,2131
100,2131
67,2131
55,2132
109,2132
124,2132
144,2132
3,2133
146,2133
131,2133
95,2133
2,2134
71,2134
148,2134
106,2134
15,2135
36,2135
52,2135
54,2135
87,2136
86,2136
102,2136
51,2136
7,2137
14,2137
78,2137
2,2137
104,2138
3,2138
140,2138
144,2138
89,2139
128,2139
32,2139
38,2139
90,2140
145,2140
51,2140
57,2140
99,2141
131,2141
92,2141
77,2141
125,2142
127,2142
47,2142
106,2142
121,2143
109,2143
56,2143
46,2143
28,2144
141,2144
113,2144
17,2144
123,2145
78,2145
16,2145
6,2145
84,2146
48,2146
1,2146
87,2146
61,2147
56,2147
63,2147
21,2147
53,2148
78,2148
46,2148
57,2148
57,2149
43,2149
129,2149
74,2149
103,2150
135,2150
73,2150
21,2150
43,2151
65,2151
124,2151
52,2151
4,2152
88,2152
100,2152
119,2152
35,2153
85,2153
39,2153
49,2153
14,2154
102,2154
84,2154
54,2154
120,2155
90,2155
98,2155
41,2155
94,2156
34,2156
47,2156
9,2156
63,2157
53,2157
126,2157
61,2157
31,2158
65,2158
66,2158
102,2158
112,2159
109,2159
65,2159
25,2159
86,2160
36,2160
20,2160
103,2160
39,2161
143,2161
111,2161
30,2161
87,2162
56,2162
22,2162
36,2162
9,2163
57,2163
76,2163
129,2163
15,2164
128,2164
110,2164
99,2164
20,2165
139,2165
10,2165
93,2165
80,2166
105,2166
12,2166
133,2166
130,2167
29,2167
80,2167
15,2167
108,2168
94,2168
62,2168
132,2168
126,2169
146,2169
12,2169
39,2169
73,2170
67,2170
96,2170
66,2170
24,2171
124,2171
28,2171
14,2171
57,2172
85,2172
45,2172
15,2172
57,2173
115,2173
73,2173
109,2173
79,2174
66,2174
92,2174
111,2174
108,2175
37,2175
38,2175
71,2175
75,2176
52,2176
139,2176
44,2176
94,2177
99,2177
17,2177
49,2177
19,2178
32,2178
56,2178
31,2178
51,2179
139,2179
43,2179
90,2179
117,2180
7,2180
140,2180
90,2180
42,2181
51,2181
93,2181
51,2181
48,2182
83,2182
99,2182
24,2182
33,2183
137,2183
3,2183
94,2183
58,2184
142,2184
83,2184
125,2184
95,2185
55,2185
102,2185
56,2185
105,2186
123,2186
43,2186
44,2186
54,2187
76,2187
147,2187
116,2187
51,2188
86,2188
132,2188
31,2188
126,2189
23,2189
65,2189
97,2189
78,2190
119,2190
146,2190
148,2190
147,2191
12,2191
13,2191
25,2191
94,2192
62,2192
86,2192
88,2192
12,2193
101,2193
116,2193
81,2193
110,2194
90,2194
35,2194
11,2194
128,2195
143,2195
78,2195
31,2195
79,2196
102,2196
69,2196
101,2196
112,2197
52,2197
69,2197
142,2197
93,2198
6,2198
91,2198
135,2198
127,2199
58,2199
146,2199
29,2199
86,2200
116,2200
45,2200
108,2200
43,2201
70,2201
48,2201
68,2201
66,2202
121,2202
102,2202
54,2202
97,2203
72,2203
80,2203
64,2203
55,2204
95,2204
91,2204
132,2204
101,2205
51,2205
36,2205
126,2205
21,2206
19,2206
109,2206
54,2206
34,2207
94,2207
72,2207
38,2207
86,2208
57,2208
132,2208
80,2208
59,2209
16,2209
120,2209
25,2209
22,2210
84,2210
43,2210
70,2210
64,2211
103,2211
114,2211
72,2211
105,2212
90,2212
87,2212
31,2212
19,2213
106,2213
133,2213
7,2213
25,2214
130,2214
88,2214
106,2214
36,2215
20,2215
103,2215
2,2215
145,2216
69,2216
66,2216
118,2216
112,2217
58,2217
46,2217
33,2217
68,2218
10,2218
56,2218
68,2218
104,2219
85,2219
110,2219
95,2219
26,2220
9,2220
147,2220
63,2220
122,2221
68,2221
100,2221
37,2221
46,2222
4,2222
67,2222
2,2222
68,2223
40,2223
90,2223
146,2223
105,2224
115,2224
31,2224
59,2224
122,2225
85,2225
66,2225
102,2225
138,2226
88,2226
67,2226
7,2226
103,2227
3,2227
32,2227
108,2227
70,2228
138,2228
68,2228
117,2228
94,2229
108,2229
47,2229
114,2229
91,2230
81,2230
104,2230
63,2230
7,2231
25,2231
123,2231
7,2231
106,2232
31,2232
36,2232
68,2232
108,2233
133,2233
102,2233
53,2233
69,2234
122,2234
79,2234
18,2234
109,2235
8,2235
144,2235
77,2235
52,2236
64,2236
130,2236
41,2236
118,2237
60,2237
20,2237
104,2237
119,2238
18,2238
15,2238
20,2238
144,2239
42,2239
129,2239
132,2239
26,2240
141,2240
127,2240
141,2240
30,2241
132,2241
81,2241
74,2241
85,2242
48,2242
60,2242
114,2242
61,2243
28,2243
118,2243
88,2243
119,2244
47,2244
137,2244
51,2244
24,2245
127,2245
126,2245
44,2245
11,2246
54,2246
54,2246
25,2246
20,2247
123,2247
129,2247
18,2247
148,2248
87,2248
37,2248
121,2248
129,2249
55,2249
65,2249
53,2249
41,2250
144,2250
14,2250
51,2250
136,2251
142,2251
46,2251
74,2251
109,2252
112,2252
105,2252
42,2252
127,2253
40,2253
12,2253
9,2253
39,2254
27,2254
96,2254
49,2254
25,2255
104,2255
38,2255
14,2255
105,2256
30,2256
106,2256
5,2256
110,2257
108,2257
72,2257
114,2257
73,2258
41,2258
96,2258
83,2258
121,2259
121,2259
137,2259
88,2259
40,2260
41,2260
64,2260
1,2260
2,2261
76,2261
31,2261
46,2261
123,2262
39,2262
75,2262
112,2262
139,2263
50,2263
91,2263
11,2263
57,2264
42,2264
137,2264
49,2264
123,2265
67,2265
115,2265
76,2265
130,2266
68,2266
49,2266
31,2266
51,2267
144,2267
141,2267
68,2267
8,2268
131,2268
145,2268
141,2268
126,2269
115,2269
123,2269
133,2269
93,2270
52,2270
69,2270
44,2270
82,2271
124,2271
42,2271
136,2271
120,2272
15,2272
78,2272
80,2272
110,2273
4,2273
18,2273
45,2273
108,2274
46,2274
127,2274
12,2274
67,2275
80,2275
109,2275
46,2275
146,2276
51,2276
10,2276
108,2276
131,2277
63,2277
65,2277
41,2277
61,2278
46,2278
11,2278
138,2278
143,2279
8,2279
14,2279
98,2279
3,2280
54,2280
79,2280
123,2280
103,2281
77,2281
144,2281
22,2281
142,2282
95,2282
33,2282
73,2282
98,2283
69,2283
56,2283
77,2283
27,2284
144,2284
29,2284
29,2284
123,2285
125,2285
90,2285
126,2285
111,2286
56,2286
67,2286
51,2286
15,2287
126,2287
75,2287
33,2287
90,2288
20,2288
27,2288
147,2288
18,2289
103,2289
38,2289
68,2289
82,2290
19,2290
17,2290
138,2290
129,2291
44,2291
124,2291
130,2291
115,2292
27,2292
16,2292
89,2292
85,2293
126,2293
102,2293
3,2293
55,2294
37,2294
97,2294
53,2294
19,2295
6,2295
103,2295
48,2295
123,2296
108,2296
49,2296
45,2296
136,2297
84,2297
81,2297
116,2297
142,2298
102,2298
132,2298
22,2298
110,2299
30,2299
66,2299
56,2299
29,2300
4,2300
132,2300
111,2300
124,2301
123,2301
104,2301
65,2301
94,2302
84,2302
77,2302
72,2302
52,2303
74,2303
77,2303
72,2303
108,2304
13,2304
40,2304
105,2304
119,2305
62,2305
141,2305
74,2305
38,2306
29,2306
114,2306
124,2306
14,2307
73,2307
126,2307
23,2307
31,2308
93,2308
15,2308
84,2308
47,2309
26,2309
101,2309
6,2309
1,2310
28,2310
97,2310
53,2310
60,2311
5,2311
12,2311
69,2311
83,2312
115,2312
130,2312
92,2312
27,2313
90,2313
100,2313
26,2313
104,2314
41,2314
26,2314
14,2314
29,2315
6,2315
132,2315
47,2315
139,2316
44,2316
9,2316
66,2316
40,2317
113,2317
123,2317
95,2317
47,2318
15,2318
19,2318
61,2318
79,2319
49,2319
24,2319
52,2319
112,2320
104,2320
99,2320
14,2320
19,2321
112,2321
6,2321
30,2321
23,2322
117,2322
72,2322
58,2322
85,2323
115,2323
133,2323
138,2323
64,2324
126,2324
41,2324
29,2324
79,2325
90,2325
109,2325
13,2325
114,2326
108,2326
130,2326
45,2326
18,2327
16,2327
102,2327
8,2327
14,2328
116,2328
20,2328
96,2328
30,2329
136,2329
50,2329
118,2329
73,2330
51,2330
31,2330
9,2330
119,2331
144,2331
10,2331
3,2331
26,2332
42,2332
133,2332
25,2332
63,2333
101,2333
56,2333
95,2333
71,2334
62,2334
22,2334
124,2334
59,2335
40,2335
9,2335
68,2335
14,2336
13,2336
118,2336
58,2336
125,2337
62,2337
97,2337
124,2337
86,2338
106,2338
27,2338
49,2338
5,2339
143,2339
143,2339
110,2339
97,2340
74,2340
71,2340
136,2340
1,2341
34,2341
111,2341
28,2341
61,2342
85,2342
130,2342
54,2342
148,2343
142,2343
148,2343
11,2343
35,2344
116,2344
110,2344
11,2344
92,2345
1,2345
120,2345
42,2345
58,2346
133,2346
140,2346
34,2346
46,2347
23,2347
45,2347
36,2347
32,2348
139,2348
80,2348
79,2348
26,2349
75,2349
45,2349
1,2349
96,2350
142,2350
148,2350
147,2350
59,2351
112,2351
64,2351
90,2351
110,2352
84,2352
34,2352
148,2352
147,2353
107,2353
18,2353
46,2353
129,2354
1,2354
131,2354
125,2354
57,2355
130,2355
57,2355
122,2355
102,2356
84,2356
50,2356
15,2356
57,2357
29,2357
138,2357
125,2357
103,2358
31,2358
55,2358
72,2358
140,2359
43,2359
128,2359
106,2359
138,2360
73,2360
6,2360
65,2360
116,2361
136,2361
92,2361
119,2361
17,2362
25,2362
9,2362
59,2362
29,2363
4,2363
54,2363
58,2363
121,2364
61,2364
132,2364
68,2364
109,2365
16,2365
116,2365
4,2365
137,2366
80,2366
113,2366
50,2366
14,2367
117,2367
70,2367
31,2367
75,2368
38,2368
49,2368
148,2368
56,2369
5,2369
89,2369
86,2369
116,2370
100,2370
13,2370
30,2370
13,2371
75,2371
85,2371
26,2371
11,2372
53,2372
100,2372
73,2372
2,2373
40,2373
29,2373
66,2373
116,2374
120,2374
29,2374
21,2374
13,2375
80,2375
27,2375
6,2375
146,2376
56,2376
12,2376
5,2376
80,2377
44,2377
85,2377
146,2377
127,2378
22,2378
128,2378
130,2378
50,2379
75,2379
50,2379
78,2379
42,2380
20,2380
21,2380
37,2380
135,2381
71,2381
63,2381
130,2381
88,2382
146,2382
43,2382
45,2382
71,2383
123,2383
3,2383
112,2383
62,2384
7,2384
98,2384
37,2384
99,2385
116,2385
23,2385
47,2385
79,2386
106,2386
113,2386
108,2386
36,2387
45,2387
144,2387
130,2387
52,2388
17,2388
65,2388
19,2388
11,2389
109,2389
136,2389
122,2389
102,2390
6,2390
43,2390
68,2390
110,2391
57,2391
8,2391
104,2391
101,2392
46,2392
5,2392
126,2392
139,2393
116,2393
54,2393
147,2393
146,2394
16,2394
33,2394
107,2394
30,2395
125,2395
66,2395
27,2395
132,2396
64,2396
33,2396
114,2396
71,2397
2,2397
69,2397
132,2397
104,2398
143,2398
120,2398
44,2398
51,2399
34,2399
18,2399
62,2399
38,2400
66,2400
100,2400
85,2400
123,2401
23,2401
80,2401
67,2401
17,2402
118,2402
95,2402
100,2402
36,2403
118,2403
6,2403
62,2403
38,2404
31,2404
82,2404
5,2404
13,2405
101,2405
34,2405
95,2405
109,2406
107,2406
134,2406
26,2406
141,2407
27,2407
22,2407
48,2407
61,2408
142,2408
87,2408
106,2408
139,2409
143,2409
78,2409
12,2409
110,2410
9,2410
97,2410
83,2410
94,2411
116,2411
32,2411
116,2411
107,2412
53,2412
77,2412
94,2412
28,2413
100,2413
78,2413
75,2413
142,2414
49,2414
21,2414
60,2414
58,2415
98,2415
83,2415
101,2415
89,2416
52,2416
74,2416
108,2416
37,2417
73,2417
70,2417
70,2417
75,2418
71,2418
35,2418
131,2418
12,2419
10,2419
1,2419
70,2419
94,2420
3,2420
75,2420
131,2420
132,2421
119,2421
49,2421
143,2421
77,2422
68,2422
142,2422
73,2422
92,2423
83,2423
41,2423
129,2423
6,2424
137,2424
67,2424
146,2424
93,2425
69,2425
47,2425
17,2425
125,2426
49,2426
112,2426
65,2426
57,2427
144,2427
129,2427
122,2427
11,2428
102,2428
56,2428
114,2428
21,2429
136,2429
74,2429
30,2429
4,2430
65,2430
125,2430
148,2430
132,2431
36,2431
49,2431
143,2431
10,2432
118,2432
117,2432
5,2432
77,2433
34,2433
81,2433
37,2433
51,2434
146,2434
49,2434
37,2434
6,2435
113,2435
39,2435
89,2435
127,2436
48,2436
139,2436
141,2436
90,2437
74,2437
98,2437
108,2437
13,2438
23,2438
22,2438
67,2438
110,2439
20,2439
66,2439
30,2439
113,2440
89,2440
73,2440
127,2440
121,2441
144,2441
65,2441
27,2441
27,2442
22,2442
111,2442
80,2442
38,2443
107,2443
74,2443
106,2443
48,2444
140,2444
110,2444
113,2444
42,2445
76,2445
32,2445
88,2445
136,2446
142,2446
109,2446
129,2446
96,2447
53,2447
145,2447
123,2447
29,2448
15,2448
96,2448
97,2448
14,2449
53,2449
12,2449
104,2449
119,2450
140,2450
103,2450
34,2450
141,2451
7,2451
136,2451
99,2451
74,2452
10,2452
148,2452
77,2452
63,2453
100,2453
33,2453
140,2453
9,2454
21,2454
91,2454
41,2454
112,2455
2,2455
127,2455
146,2455
28,2456
101,2456
70,2456
74,2456
128,2457
83,2457
76,2457
24,2457
61,2458
26,2458
93,2458
71,2458
109,2459
28,2459
135,2459
140,2459
40,2460
144,2460
82,2460
114,2460
91,2461
108,2461
85,2461
13,2461
116,2462
96,2462
107,2462
63,2462
111,2463
34,2463
38,2463
59,2463
52,2464
67,2464
138,2464
127,2464
40,2465
127,2465
131,2465
85,2465
15,2466
74,2466
75,2466
26,2466
139,2467
97,2467
47,2467
66,2467
27,2468
37,2468
148,2468
36,2468
23,2469
82,2469
124,2469
117,2469
147,2470
52,2470
84,2470
144,2470
135,2471
6,2471
109,2471
69,2471
57,2472
111,2472
107,2472
31,2472
136,2473
143,2473
136,2473
147,2473
70,2474
107,2474
55,2474
50,2474
102,2475
36,2475
32,2475
33,2475
26,2476
22,2476
125,2476
52,2476
66,2477
55,2477
115,2477
15,2477
105,2478
79,2478
121,2478
70,2478
97,2479
28,2479
90,2479
58,2479
123,2480
13,2480
44,2480
104,2480
10,2481
61,2481
90,2481
21,2481
24,2482
15,2482
30,2482
47,2482
125,2483
129,2483
127,2483
116,2483
80,2484
133,2484
40,2484
47,2484
122,2485
9,2485
25,2485
41,2485
61,2486
64,2486
92,2486
145,2486
60,2487
33,2487
18,2487
26,2487
26,2488
101,2488
86,2488
75,2488
10,2489
114,2489
84,2489
94,2489
16,2490
55,2490
122,2490
91,2490
97,2491
79,2491
