PID,SID
104,1599
104,1600
29,1600
116,1601
116,1601
97,1602
88,1602
63,1603
30,1603
129,1604
113,1604
124,1605
3,1605
81,1606
127,1606
119,1607
32,1607
90,1608
53,1608
14,1609
53,1609
75,1610
29,1610
132,1611
28,1611
113,1612
97,1612
57,1613
4,1613
23,1614
68,1614
83,1615
19,1615
49,1616
34,1616
24,1617
41,1617
10,1618
78,1618
79,1619
72,1619
110,1620
138,1620
9,1621
135,1621
76,1622
103,1622
96,1623
132,1623
38,1624
118,1624
30,1625
67,1625
123,1626
102,1626
20,1627
99,1627
115,1628
55,1628
110,1629
70,1629
133,1630
110,1630
23,1631
93,1631
66,1632
111,1632
49,1633
60,1633
106,1634
60,1634
133,1635
30,1635
129,1636
25,1636
130,1637
68,1637
70,1638
72,1638
41,1639
74,1639
61,1640
75,1640
14,1641
127,1641
96,1642
135,1642
82,1643
144,1643
78,1644
12,1644
12,1645
147,1645
27,1646
91,1646
26,1647
85,1647
6,1648
80,1648
99,1649
112,1649
6,1650
77,1650
144,1651
100,1651
117,1652
56,1652
94,1653
87,1653
94,1654
41,1654
31,1655
35,1655
124,1656
71,1656
87,1657
102,1657
142,1658
9,1658
5,1659
134,1659
61,1660
112,1660
113,1661
66,1661
57,1662
36,1662
73,1663
60,1663
106,1664
22,1664
29,1665
100,1665
148,1666
51,1666
38,1667
39,1667
58,1668
143,1668
51,1669
71,1669
103,1670
81,1670
87,1671
104,1671
94,1672
19,1672
83,1673
50,1673
57,1674
8,1674
137,1675
49,1675
96,1676
17,1676
144,1677
141,1677
100,1678
76,1678
71,1679
134,1679
57,1680
11,1680
141,1681
37,1681
32,1682
143,1682
82,1683
81,1683
108,1684
141,1684
36,1685
53,1685
117,1686
117,1686
41,1687
126,1687
93,1688
126,1688
107,1689
108,1689
38,1690
142,1690
52,1691
70,1691
41,1692
59,1692
12,1693
145,1693
24,1694
86,1694
92,1695
118,1695
120,1696
126,1696
139,1697
31,1697
138,1698
25,1698
94,1699
9,1699
37,1700
43,1700
98,1701
139,1701
67,1702
28,1702
134,1703
108,1703
49,1704
59,1704
103,1705
27,1705
137,1706
64,1706
38,1707
35,1707
40,1708
117,1708
75,1709
130,1709
43,1710
86,1710
81,1711
143,1711
126,1712
99,1712
110,1713
115,1713
67,1714
51,1714
56,1715
107,1715
5,1716
120,1716
32,1717
67,1717
43,1718
30,1718
130,1719
105,1719
118,1720
92,1720
79,1721
142,1721
106,1722
18,1722
61,1723
69,1723
39,1724
50,1724
90,1725
84,1725
133,1726
46,1726
3,1727
16,1727
125,1728
95,1728
71,1729
55,1729
81,1730
103,1730
33,1731
47,1731
19,1732
109,1732
138,1733
25,1733
2,1734
40,1734
53,1735
101,1735
73,1736
39,1736
21,1737
14,1737
136,1738
81,1738
7,1739
33,1739
117,1740
68,1740
35,1741
28,1741
132,1742
28,1742
46,1743
32,1743
54,1744
67,1744
113,1745
35,1745
43,1746
56,1746
103,1747
33,1747
136,1748
26,1748
43,1749
139,1749
131,1750
128,1750
9,1751
28,1751
85,1752
111,1752
97,1753
15,1753
83,1754
56,1754
44,1755
119,1755
110,1756
125,1756
90,1757
20,1757
79,1758
100,1758
97,1759
42,1759
86,1760
8,1760
106,1761
107,1761
115,1762
113,1762
20,1763
125,1763
63,1764
28,1764
140,1765
105,1765
88,1766
117,1766
70,1767
15,1767
54,1768
86,1768
29,1769
135,1769
123,1770
118,1770
105,1771
144,1771
109,1772
41,1772
84,1773
14,1773
132,1774
36,1774
120,1775
69,1775
43,1776
107,1776
76,1777
26,1777
9,1778
121,1778
116,1779
16,1779
109,1780
2,1780
147,1781
28,1781
132,1782
88,1782
11,1783
52,1783
118,1784
72,1784
140,1785
123,1785
8,1786
83,1786
45,1787
89,1787
86,1788
145,1788
145,1789
79,1789
92,1790
38,1790
85,1791
8,1791
100,1792
59,1792
135,1793
72,1793
100,1794
69,1794
55,1795
28,1795
114,1796
9,1796
81,1797
50,1797
54,1798
90,1798
146,1799
26,1799
110,1800
33,1800
56,1801
120,1801
13,1802
131,1802
115,1803
47,1803
133,1804
72,1804
91,1805
96,1805
116,1806
37,1806
43,1807
110,1807
68,1808
63,1808
37,1809
100,1809
123,1810
141,1810
14,1811
116,1811
114,1812
43,1812
43,1813
109,1813
30,1814
52,1814
107,1815
67,1815
137,1816
69,1816
34,1817
114,1817
112,1818
29,1818
100,1819
71,1819
88,1820
2,1820
46,1821
89,1821
83,1822
33,1822
137,1823
29,1823
75,1824
115,1824
43,1825
62,1825
37,1826
148,1826
118,1827
122,1827
36,1828
89,1828
65,1829
112,1829
108,1830
37,1830
41,1831
25,1831
105,1832
88,1832
136,1833
135,1833
147,1834
125,1834
81,1835
25,1835
129,1836
65,1836
126,1837
10,1837
145,1838
23,1838
109,1839
11,1839
141,1840
103,1840
62,1841
37,1841
54,1842
147,1842
114,1843
104,1843
63,1844
129,1844
139,1845
49,1845
98,1846
91,1846
120,1847
118,1847
138,1848
19,1848
35,1849
16,1849
26,1850
115,1850
26,1851
49,1851
29,1852
1,1852
127,1853
55,1853
30,1854
96,1854
20,1855
110,1855
119,1856
10,1856
43,1857
92,1857
75,1858
42,1858
80,1859
106,1859
7,1860
24,1860
119,1861
2,1861
133,1862
59,1862
109,1863
113,1863
128,1864
148,1864
92,1865
41,1865
120,1866
141,1866
133,1867
9,1867
2,1868
45,1868
113,1869
1,1869
1,1870
95,1870
7,1871
62,1871
59,1872
109,1872
24,1873
137,1873
65,1874
44,1874
140,1875
90,1875
37,1876
14,1876
125,1877
15,1877
124,1878
10,1878
74,1879
6,1879
41,1880
45,1880
130,1881
7,1881
147,1882
7,1882
9,1883
58,1883
65,1884
31,1884
55,1885
18,1885
121,1886
120,1886
109,1887
10,1887
125,1888
57,1888
92,1889
87,1889
89,1890
144,1890
17,1891
76,1891
130,1892
90,1892
38,1893
60,1893
95,1894
35,1894
39,1895
83,1895
84,1896
86,1896
52,1897
3,1897
112,1898
55,1898
50,1899
21,1899
83,1900
6,1900
25,1901
13,1901
131,1902
66,1902
117,1903
47,1903
30,1904
138,1904
64,1905
4,1905
95,1906
99,1906
93,1907
125,1907
79,1908
84,1908
127,1909
53,1909
28,1910
95,1910
67,1911
35,1911
136,1912
84,1912
49,1913
51,1913
5,1914
52,1914
98,1915
114,1915
80,1916
10,1916
10,1917
37,1917
99,1918
63,1918
25,1919
61,1919
133,1920
30,1920
82,1921
99,1921
58,1922
35,1922
123,1923
114,1923
91,1924
106,1924
100,1925
91,1925
66,1926
115,1926
139,1927
22,1927
70,1928
15,1928
128,1929
8,1929
4,1930
34,1930
4,1931
37,1931
29,1932
69,1932
20,1933
13,1933
125,1934
109,1934
131,1935
126,1935
126,1936
108,1936
96,1937
130,1937
9,1938
134,1938
95,1939
88,1939
20,1940
69,1940
33,1941
18,1941
11,1942
20,1942
42,1943
93,1943
99,1944
105,1944
39,1945
125,1945
109,1946
31,1946
55,1947
39,1947
108,1948
147,1948
26,1949
20,1949
7,1950
42,1950
78,1951
58,1951
135,1952
124,1952
96,1953
40,1953
115,1954
67,1954
136,1955
45,1955
10,1956
61,1956
127,1957
45,1957
78,1958
50,1958
31,1959
5,1959
2,1960
48,1960
77,1961
43,1961
31,1962
16,1962
32,1963
3,1963
82,1964
83,1964
96,1965
127,1965
79,1966
90,1966
120,1967
56,1967
64,1968
93,1968
10,1969
91,1969
122,1970
78,1970
28,1971
120,1971
101,1972
122,1972
130,1973
48,1973
65,1974
128,1974
28,1975
55,1975
88,1976
74,1976
82,1977
78,1977
85,1978
135,1978
142,1979
130,1979
18,1980
101,1980
75,1981
82,1981
20,1982
121,1982
29,1983
88,1983
2,1984
109,1984
69,1985
103,1985
87,1986
81,1986
103,1987
94,1987
131,1988
77,1988
11,1989
71,1989
147,1990
97,1990
117,1991
36,1991
52,1992
39,1992
46,1993
79,1993
138,1994
16,1994
80,1995
90,1995
61,1996
44,1996
40,1997
11,1997
31,1998
132,1998
148,1999
45,1999
80,2000
69,2000
61,2001
132,2001
47,2002
44,2002
91,2003
78,2003
141,2004
44,2004
109,2005
22,2005
72,2006
33,2006
24,2007
25,2007
46,2008
31,2008
118,2009
126,2009
148,2010
117,2010
30,2011
75,2011
136,2012
68,2012
129,2013
111,2013
44,2014
18,2014
63,2015
86,2015
142,2016
18,2016
28,2017
104,2017
60,2018
21,2018
57,2019
45,2019
105,2020
109,2020
110,2021
42,2021
60,2022
137,2022
62,2023
122,2023
86,2024
78,2024
104,2025
62,2025
29,2026
145,2026
98,2027
12,2027
26,2028
63,2028
108,2029
2,2029
75,2030
21,2030
142,2031
65,2031
118,2032
72,2032
11,2033
136,2033
84,2034
63,2034
9,2035
14,2035
12,2036
94,2036
124,2037
92,2037
105,2038
50,2038
16,2039
55,2039
59,2040
86,2040
65,2041
18,2041
126,2042
26,2042
20,2043
7,2043
31,2044
6,2044
131,2045
74,2045
7,2046
24,2046
65,2047
27,2047
41,2048
49,2048
55,2049
40,2049
52,2050
71,2050
23,2051
114,2051
46,2052
33,2052
48,2053
43,2053
75,2054
68,2054
37,2055
69,2055
106,2056
3,2056
64,2057
103,2057
19,2058
148,2058
145,2059
136,2059
32,2060
118,2060
34,2061
72,2061
94,2062
45,2062
32,2063
109,2063
14,2064
41,2064
44,2065
55,2065
28,2066
42,2066
83,2067
75,2067
85,2068
65,2068
63,2069
34,2069
17,2070
128,2070
81,2071
36,2071
36,2072
5,2072
22,2073
131,2073
69,2074
91,2074
93,2075
4,2075
124,2076
134,2076
101,2077
96,2077
96,2078
136,2078
60,2079
123,2079
79,2080
116,2080
33,2081
107,2081
77,2082
6,2082
37,2083
55,2083
28,2084
75,2084
75,2085
69,2085
57,2086
115,2086
91,2087
10,2087
101,2088
96,2088
87,2089
123,2089
49,2090
72,2090
84,2091
120,2091
82,2092
68,2092
59,2093
135,2093
84,2094
16,2094
4,2095
32,2095
39,2096
78,2096
24,2097
120,2097
118,2098
23,2098
145,2099
107,2099
56,2100
101,2100
3,2101
48,2101
22,2102
9,2102
56,2103
102,2103
102,2104
65,2104
143,2105
44,2105
71,2106
24,2106
32,2107
9,2107
50,2108
95,2108
77,2109
109,2109
86,2110
143,2110
95,2111
48,2111
136,2112
7,2112
71,2113
45,2113
82,2114
45,2114
114,2115
11,2115
139,2116
31,2116
94,2117
52,2117
107,2118
119,2118
49,2119
117,2119
25,2120
132,2120
105,2121
108,2121
68,2122
33,2122
40,2123
44,2123
89,2124
48,2124
96,2125
105,2125
52,2126
106,2126
32,2127
50,2127
35,2128
145,2128
74,2129
46,2129
145,2130
54,2130
145,2131
117,2131
101,2132
14,2132
60,2133
79,2133
128,2134
63,2134
50,2135
82,2135
118,2136
50,2136
75,2137
57,2137
68,2138
114,2138
110,2139
61,2139
137,2140
99,2140
105,2141
117,2141
46,2142
88,2142
130,2143
41,2143
4,2144
79,2144
129,2145
107,2145
126,2146
92,2146
36,2147
69,2147
29,2148
40,2148
134,2149
75,2149
111,2150
122,2150
95,2151
135,2151
142,2152
74,2152
41,2153
127,2153
116,2154
47,2154
120,2155
12,2155
45,2156
142,2156
148,2157
47,2157
7,2158
113,2158
10,2159
130,2159
144,2160
84,2160
118,2161
10,2161
116,2162
69,2162
76,2163
26,2163
103,2164
55,2164
59,2165
77,2165
59,2166
100,2166
100,2167
39,2167
34,2168
12,2168
55,2169
72,2169
107,2170
42,2170
94,2171
72,2171
28,2172
34,2172
23,2173
139,2173
1,2174
142,2174
93,2175
35,2175
17,2176
53,2176
26,2177
92,2177
15,2178
140,2178
24,2179
129,2179
59,2180
73,2180
79,2181
79,2181
96,2182
77,2182
43,2183
71,2183
13,2184
56,2184
50,2185
20,2185
25,2186
45,2186
78,2187
2,2187
138,2188
126,2188
20,2189
89,2189
140,2190
71,2190
110,2191
87,2191
72,2192
22,2192
9,2193
85,2193
44,2194
38,2194
11,2195
34,2195
134,2196
42,2196
27,2197
130,2197
74,2198
115,2198
10,2199
18,2199
14,2200
80,2200
110,2201
122,2201
51,2202
35,2202
145,2203
90,2203
99,2204
10,2204
127,2205
103,2205
135,2206
42,2206
132,2207
47,2207
20,2208
40,2208
39,2209
97,2209
23,2210
27,2210
70,2211
60,2211
44,2212
106,2212
91,2213
115,2213
49,2214
12,2214
7,2215
112,2215
64,2216
9,2216
66,2217
26,2217
18,2218
53,2218
66,2219
26,2219
44,2220
14,2220
39,2221
146,2221
28,2222
143,2222
9,2223
83,2223
6,2224
85,2224
124,2225
90,2225
24,2226
16,2226
4,2227
96,2227
147,2228
120,2228
145,2229
125,2229
92,2230
2,2230
46,2231
121,2231
76,2232
22,2232
22,2233
129,2233
53,2234
65,2234
7,2235
36,2235
61,2236
40,2236
106,2237
122,2237
129,2238
144,2238
138,2239
97,2239
87,2240
35,2240
80,2241
31,2241
39,2242
44,2242
131,2243
24,2243
85,2244
60,2244
19,2245
109,2245
70,2246
86,2246
107,2247
139,2247
135,2248
68,2248
103,2249
46,2249
58,2250
25,2250
19,2251
88,2251
69,2252
63,2252
62,2253
17,2253
118,2254
100,2254
2,2255
114,2255
32,2256
110,2256
119,2257
120,2257
96,2258
143,2258
17,2259
128,2259
22,2260
15,2260
83,2261
36,2261
14,2262
72,2262
31,2263
34,2263
118,2264
7,2264
117,2265
87,2265
19,2266
133,2266
146,2267
24,2267
34,2268
128,2268
17,2269
90,2269
102,2270
72,2270
60,2271
9,2271
144,2272
11,2272
107,2273
101,2273
119,2274
140,2274
136,2275
134,2275
136,2276
116,2276
8,2277
11,2277
6,2278
97,2278
42,2279
96,2279
110,2280
47,2280
111,2281
138,2281
52,2282
46,2282
17,2283
96,2283
38,2284
67,2284
98,2285
73,2285
144,2286
38,2286
141,2287
45,2287
55,2288
90,2288
37,2289
116,2289
97,2290
63,2290
82,2291
52,2291
79,2292
61,2292
8,2293
27,2293
146,2294
101,2294
33,2295
52,2295
104,2296
34,2296
32,2297
70,2297
147,2298
18,2298
132,2299
131,2299
81,2300
38,2300
27,2301
16,2301
142,2302
137,2302
30,2303
13,2303
114,2304
89,2304
120,2305
109,2305
116,2306
43,2306
142,2307
47,2307
26,2308
60,2308
12,2309
45,2309
69,2310
145,2310
127,2311
65,2311
16,2312
83,2312
4,2313
146,2313
91,2314
130,2314
103,2315
26,2315
39,2316
119,2316
39,2317
141,2317
37,2318
42,2318
43,2319
96,2319
148,2320
106,2320
32,2321
21,2321
14,2322
34,2322
56,2323
4,2323
36,2324
95,2324
80,2325
97,2325
110,2326
6,2326
112,2327
106,2327
87,2328
64,2328
38,2329
126,2329
58,2330
91,2330
138,2331
75,2331
109,2332
21,2332
94,2333
135,2333
106,2334
131,2334
78,2335
46,2335
113,2336
3,2336
80,2337
45,2337
123,2338
41,2338
94,2339
29,2339
145,2340
125,2340
38,2341
138,2341
24,2342
128,2342
120,2343
56,2343
13,2344
41,2344
2,2345
65,2345
129,2346
124,2346
146,2347
56,2347
18,2348
26,2348
1,2349
134,2349
45,2350
98,2350
10,2351
137,2351
83,2352
82,2352
84,2353
69,2353
90,2354
35,2354
19,2355
87,2355
121,2356
36,2356
55,2357
79,2357
31,2358
16,2358
77,2359
93,2359
103,2360
82,2360
141,2361
115,2361
102,2362
128,2362
75,2363
46,2363
5,2364
46,2364
81,2365
24,2365
29,2366
88,2366
56,2367
29,2367
125,2368
94,2368
95,2369
143,2369
81,2370
100,2370
65,2371
9,2371
77,2372
70,2372
84,2373
36,2373
128,2374
81,2374
111,2375
74,2375
16,2376
77,2376
85,2377
116,2377
128,2378
115,2378
13,2379
64,2379
115,2380
19,2380
66,2381
53,2381
51,2382
6,2382
70,2383
71,2383
124,2384
21,2384
80,2385
20,2385
113,2386
147,2386
67,2387
114,2387
37,2388
100,2388
66,2389
20,2389
106,2390
131,2390
25,2391
145,2391
31,2392
145,2392
139,2393
132,2393
131,2394
68,2394
23,2395
143,2395
73,2396
103,2396
2,2397
43,2397
20,2398
72,2398
35,2399
132,2399
54,2400
58,2400
54,2401
120,2401
19,2402
56,2402
37,2403
58,2403
95,2404
61,2404
112,2405
7,2405
101,2406
66,2406
127,2407
143,2407
126,2408
147,2408
123,2409
97,2409
70,2410
62,2410
138,2411
14,2411
55,2412
140,2412
140,2413
6,2413
96,2414
14,2414
142,2415
105,2415
138,2416
73,2416
70,2417
86,2417
122,2418
6,2418
50,2419
86,2419
40,2420
148,2420
83,2421
99,2421
40,2422
35,2422
141,2423
125,2423
146,2424
135,2424
55,2425
74,2425
134,2426
41,2426
88,2427
20,2427
73,2428
136,2428
85,2429
33,2429
63,2430
21,2430
95,2431
126,2431
135,2432
93,2432
138,2433
100,2433
50,2434
104,2434
139,2435
66,2435
13,2436
145,2436
112,2437
59,2437
87,2438
86,2438
146,2439
89,2439
97,2440
21,2440
23,2441
115,2441
101,2442
26,2442
34,2443
90,2443
101,2444
114,2444
123,2445
115,2445
89,2446
137,2446
137,2447
92,2447
14,2448
145,2448
15,2449
113,2449
9,2450
56,2450
113,2451
68,2451
146,2452
82,2452
3,2453
37,2453
53,2454
104,2454
39,2455
103,2455
54,2456
13,2456
70,2457
99,2457
4,2458
142,2458
75,2459
136,2459
64,2460
139,2460
95,2461
88,2461
68,2462
138,2462
68,2463
34,2463
3,2464
66,2464
56,2465
65,2465
16,2466
10,2466
138,2467
81,2467
33,2468
88,2468
96,2469
62,2469
19,2470
69,2470
73,2471
120,2471
131,2472
38,2472
48,2473
28,2473
134,2474
78,2474
20,2475
22,2475
120,2476
60,2476
42,2477
123,2477
24,2478
28,2478
50,2479
113,2479
82,2480
29,2480
142,2481
31,2481
79,2482
26,2482
111,2483
31,2483
124,2484
148,2484
133,2485
64,2485
135,2486
71,2486
58,2487
139,2487
41,2488
74,2488
45,2489
54,2489
4,2490
117,2490
110,2491
64,2491
52,2492
32,2492
49,2493
47,2493
40,2494
106,2494
114,2495
108,2495
56,2496
75,2496
84,2497
91,2497
141,2498
95,2498
2,2499
107,2499
57,2500
76,2500
111,2501
97,2501
115,2502
78,2502
117,2503
131,2503
51,2504
130,2504
141,2505
36,2505
68,2506
31,2506
106,2507
63,2507
64,2508
103,2508
68,2509
62,2509
134,2510
138,2510
48,2511
146,2511
58,2512
103,2512
33,2513
22,2513
68,2514
142,2514
137,2515
138,2515
12,2516
73,2516
79,2517
98,2517
50,2518
23,2518
113,2519
15,2519
1,2520
17,2520
19,2521
33,2521
102,2522
30,2522
17,2523
77,2523
53,2524
40,2524
124,2525
106,2525
40,2526
113,2526
35,2527
62,2527
66,2528
12,2528
93,2529
75,2529
113,2530
8,2530
1,2531
135,2531
107,2532
143,2532
8,2533
57,2533
55,2534
47,2534
115,2535
23,2535
103,2536
148,2536
64,2537
99,2537
117,2538
141,2538
76,2539
146,2539
38,2540
105,2540
109,2541
68,2541
9,2542
117,2542
83,2543
12,2543
104,2544
19,2544
3,2545
131,2545
84,2546
122,2546
144,2547
137,2547
54,2548
58,2548
103,2549
41,2549
113,2550
55,2550
53,2551
11,2551
123,2552
67,2552
143,2553
51,2553
67,2554
10,2554
27,2555
74,2555
87,2556
41,2556
106,2557
44,2557
122,2558
32,2558
39,2559
134,2559
121,2560
15,2560
111,2561
19,2561
62,2562
75,2562
134,2563
24,2563
60,2564
59,2564
60,2565
117,2565
117,2566
145,2566
3,2567
105,2567
145,2568
76,2568
57,2569
83,2569
29,2570
134,2570
3,2571
23,2571
16,2572
70,2572
57,2573
106,2573
37,2574
96,2574
9,2575
108,2575
44,2576
115,2576
11,2577
128,2577
38,2578
134,2578
36,2579
92,2579
126,2580
59,2580
65,2581
75,2581
100,2582
18,2582
90,2583
67,2583
86,2584
56,2584
64,2585
3,2585
104,2586
10,2586
1,2587
21,2587
60,2588
137,2588
7,2589
73,2589
119,2590
120,2590
89,2591
22,2591
92,2592
138,2592
26,2593
78,2593
79,2594
79,2594
51,2595
127,2595
102,2596
146,2596
127,2597
146,2597
57,2598
90,2598
130,2599
95,2599
147,2600
33,2600
75,2601
66,2601
145,2602
136,2602
76,2603
41,2603
35,2604
28,2604
145,2605
100,2605
120,2606
141,2606
37,2607
77,2607
68,2608
116,2608
127,2609
58,2609
84,2610
67,2610
84,2611
35,2611
76,2612
21,2612
125,2613
137,2613
112,2614
93,2614
81,2615
72,2615
1,2616
148,2616
136,2617
40,2617
112,2618
147,2618
63,2619
36,2619
24,2620
74,2620
64,2621
126,2621
11,2622
32,2622
89,2623
129,2623
72,2624
8,2624
91,2625
135,2625
12,2626
25,2626
122,2627
54,2627
1,2628
124,2628
136,2629
78,2629
126,2630
1,2630
111,2631
77,2631
22,2632
84,2632
37,2633
49,2633
140,2634
146,2634
52,2635
35,2635
137,2636
124,2636
103,2637
18,2637
146,2638
146,2638
146,2639
81,2639
142,2640
40,2640
28,2641
63,2641
37,2642
6,2642
103,2643
112,2643
73,2644
137,2644
127,2645
109,2645
95,2646
33,2646
9,2647
85,2647
83,2648
4,2648
118,2649
2,2649
4,2650
124,2650
8,2651
101,2651
34,2652
17,2652
101,2653
18,2653
93,2654
4,2654
36,2655
104,2655
38,2656
133,2656
125,2657
38,2657
143,2658
135,2658
99,2659
19,2659
95,2660
78,2660
125,2661
146,2661
45,2662
118,2662
39,2663
71,2663
109,2664
109,2664
62,2665
141,2665
118,2666
78,2666
7,2667
130,2667
115,2668
96,2668
14,2669
84,2669
107,2670
133,2670
147,2671
124,2671
131,2672
108,2672
145,2673
75,2673
16,2674
93,2674
116,2675
78,2675
26,2676
70,2676
100,2677
78,2677
23,2678
22,2678
123,2679
16,2679
85,2680
81,2680
140,2681
118,2681
96,2682
147,2682
94,2683
81,2683
83,2684
39,2684
80,2685
82,2685
122,2686
6,2686
52,2687
20,2687
91,2688
55,2688
69,2689
74,2689
113,2690
80,2690
36,2691
26,2691
19,2692
3,2692
91,2693
98,2693
83,2694
76,2694
105,2695
23,2695
96,2696
44,2696
38,2697
64,2697
45,2698
143,2698
88,2699
47,2699
106,2700
142,2700
54,2701
145,2701
57,2702
108,2702
85,2703
142,2703
85,2704
91,2704
27,2705
55,2705
105,2706
133,2706
24,2707
107,2707
35,2708
37,2708
117,2709
16,2709
112,2710
66,2710
143,2711
81,2711
91,2712
1,2712
128,2713
37,2713
65,2714
36,2714
45,2715
13,2715
36,2716
124,2716
128,2717
89,2717
37,2718
78,2718
106,2719
115,2719
102,2720
90,2720
56,2721
67,2721
101,2722
40,2722
16,2723
19,2723
65,2724
11,2724
120,2725
2,2725
118,2726
124,2726
62,2727
112,2727
125,2728
118,2728
13,2729
135,2729
7,2730
32,2730
36,2731
20,2731
44,2732
137,2732
45,2733
87,2733
12,2734
119,2734
112,2735
34,2735
50,2736
30,2736
35,2737
143,2737
77,2738
94,2738
137,2739
145,2739
122,2740
97,2740
16,2741
53,2741
113,2742
27,2742
136,2743
81,2743
18,2744
98,2744
87,2745
108,2745
76,2746
71,2746
41,2747
94,2747
63,2748
55,2748
88,2749
110,2749
132,2750
142,2750
47,2751
69,2751
15,2752
80,2752
17,2753
133,2753
105,2754
125,2754
112,2755
111,2755
55,2756
1,2756
87,2757
148,2757
88,2758
1,2758
115,2759
29,2759
14,2760
129,2760
14,2761
91,2761
37,2762
63,2762
145,2763
54,2763
70,2764
122,2764
62,2765
133,2765
73,2766
15,2766
11,2767
113,2767
47,2768
147,2768
4,2769
91,2769
143,2770
60,2770
123,2771
4,2771
67,2772
137,2772
8,2773
70,2773
37,2774
116,2774
84,2775
102,2775
126,2776
141,2776
95,2777
28,2777
121,2778
65,2778
4,2779
126,2779
142,2780
64,2780
49,2781
123,2781
40,2782
18,2782
113,2783
67,2783
87,2784
4,2784
28,2785
75,2785
145,2786
49,2786
35,2787
147,2787
50,2788
30,2788
64,2789
140,2789
55,2790
27,2790
48,2791
44,2791
78,2792
59,2792
87,2793
9,2793
131,2794
39,2794
3,2795
108,2795
25,2796
41,2796
55,2797
57,2797
121,2798
121,2798
33,2799
21,2799
3,2800
74,2800
120,2801
118,2801
30,2802
70,2802
92,2803
60,2803
105,2804
34,2804
69,2805
46,2805
61,2806
43,2806
84,2807
40,2807
51,2808
145,2808
47,2809
75,2809
99,2810
49,2810
20,2811
34,2811
70,2812
99,2812
106,2813
3,2813
111,2814
7,2814
17,2815
95,2815
90,2816
106,2816
1,2817
8,2817
27,2818
56,2818
2,2819
92,2819
132,2820
98,2820
110,2821
142,2821
136,2822
118,2822
104,2823
148,2823
146,2824
46,2824
18,2825
44,2825
46,2826
9,2826
3,2827
48,2827
51,2828
20,2828
87,2829
111,2829
38,2830
32,2830
105,2831
40,2831
69,2832
129,2832
125,2833
16,2833
45,2834
12,2834
30,2835
108,2835
119,2836
13,2836
79,2837
84,2837
109,2838
116,2838
117,2839
12,2839
129,2840
79,2840
6,2841
146,2841
35,2842
111,2842
123,2843
128,2843
34,2844
36,2844
138,2845
138,2845
19,2846
49,2846
10,2847
50,2847
88,2848
17,2848
82,2849
9,2849
68,2850
61,2850
20,2851
143,2851
95,2852
21,2852
140,2853
45,2853
115,2854
73,2854
2,2855
17,2855
119,2856
80,2856
141,2857
53,2857
103,2858
119,2858
70,2859
139,2859
80,2860
76,2860
134,2861
12,2861
72,2862
29,2862
60,2863
142,2863
122,2864
49,2864
24,2865
91,2865
87,2866
105,2866
27,2867
38,2867
38,2868
119,2868
14,2869
39,2869
118,2870
21,2870
111,2871
63,2871
135,2872
47,2872
39,2873
16,2873
39,2874
142,2874
27,2875
131,2875
12,2876
130,2876
95,2877
38,2877
128,2878
52,2878
22,2879
142,2879
8,2880
138,2880
3,2881
118,2881
7,2882
12,2882
72,2883
115,2883
104,2884
139,2884
66,2885
25,2885
111,2886
105,2886
57,2887
123,2887
33,2888
3,2888
97,2889
131,2889
43,2890
135,2890
39,2891
71,2891
137,2892
44,2892
18,2893
139,2893
44,2894
6,2894
4,2895
84,2895
108,2896
98,2896
8,2897
54,2897
96,2898
85,2898
146,2899
43,2899
1,2900
3,2900
144,2901
79,2901
2,2902
20,2902
15,2903
44,2903
28,2904
121,2904
88,2905
28,2905
66,2906
140,2906
42,2907
105,2907
72,2908
8,2908
146,2909
58,2909
109,2910
22,2910
22,2911
98,2911
61,2912
132,2912
43,2913
35,2913
29,2914
122,2914
122,2915
31,2915
119,2916
136,2916
100,2917
120,2917
127,2918
94,2918
50,2919
69,2919
123,2920
16,2920
112,2921
92,2921
24,2922
96,2922
146,2923
52,2923
45,2924
136,2924
17,2925
145,2925
110,2926
23,2926
51,2927
26,2927
109,2928
43,2928
66,2929
57,2929
94,2930
56,2930
3,2931
9,2931
100,2932
29,2932
91,2933
61,2933
72,2934
56,2934
134,2935
88,2935
132,2936
4,2936
24,2937
44,2937
40,2938
20,2938
134,2939
35,2939
113,2940
57,2940
66,2941
46,2941
45,2942
5,2942
101,2943
54,2943
30,2944
33,2944
46,2945
8,2945
38,2946
79,2946
21,2947
41,2947
4,2948
90,2948
41,2949
18,2949
40,2950
132,2950
93,2951
51,2951
140,2952
108,2952
87,2953
102,2953
15,2954
7,2954
6,2955
54,2955
121,2956
19,2956
31,2957
54,2957
118,2958
66,2958
133,2959
22,2959
22,2960
38,2960
130,2961
14,2961
129,2962
98,2962
11,2963
80,2963
130,2964
146,2964
136,2965
117,2965
134,2966
118,2966
123,2967
21,2967
60,2968
57,2968
79,2969
56,2969
110,2970
58,2970
76,2971
111,2971
75,2972
142,2972
35,2973
137,2973
34,2974
104,2974
88,2975
56,2975
98,2976
52,2976
70,2977
113,2977
14,2978
26,2978
54,2979
12,2979
132,2980
132,2980
8,2981
105,2981
75,2982
40,2982
144,2983
127,2983
83,2984
130,2984
111,2985
125,2985
83,2986
89,2986
107,2987
21,2987
22,2988
116,2988
58,2989
94,2989
103,2990
78,2990
144,2991
2,2991
133,2992
147,2992
39,2993
6,2993
79,2994
19,2994
106,2995
62,2995
148,2996
137,2996
146,2997
112,2997
124,2998
